Torbens_MetaG_Dir_Name	taxon_oid	Domain	Sequencing_Status	Study_Name	Genome_Name_/_Sample_Name	Sequencing_Center	IMG_Genome_ID	JGI_Project_ID_/_ITS_SP_ID	Geographic_Location	GOLD_Ecosystem	GOLD_Ecosystem_Category	GOLD_Ecosystem_Subtype	GOLD_Ecosystem_Type	GOLD_Sequencing_Depth	GOLD_Sequencing_Quality	GOLD_Sequencing_Status	GOLD_Sequencing_Strategy	GOLD_Specific_Ecosystem	Habitat	Latitude	Longitude	Genome_Size_assembled	Gene_Count_assembled
1092209	3300007649	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1560A-3	DOE Joint Genome Institute (JGI)	3300007649	1092209	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2638	-123.4649	336278933	621653
1092210	3300007560	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1560A-02	DOE Joint Genome Institute (JGI)	3300007560	1092210	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2638	-123.4649	419412797	818439
1092211	3300007561	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1561A-3	DOE Joint Genome Institute (JGI)	3300007561	1092211	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2637	-123.4651	371511957	682722
1092212	3300007562	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1561A-02	DOE Joint Genome Institute (JGI)	3300007562	1092212	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2637	-123.4651	429592047	838391
1092213	3300027258	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1562A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027258	1092213	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2105	-123.7516	115517783	264254
1092214	3300007590	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1562A-02	DOE Joint Genome Institute (JGI)	3300007590	1092214	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2105	-123.7516	480423018	945529
1092215	3300027261	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1563A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027261	1092215	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2103	-123.7517	148284026	342860
1092216	3300007597	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1563A-02	DOE Joint Genome Institute (JGI)	3300007597	1092216	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2103	-123.7517	394004490	788098
1092217	3300027259	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1568A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027259	1092217	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2861	-123.7318	175254887	383484
1092218	3300027531	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1568-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027531	1092218	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2861	-123.7318	275811806	576316
1092219	3300027263	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1569A-3 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027263	1092219	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2861	-123.7318	171532742	366490
1092220	3300027311	*Microbiome	Permanent Draft	Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series	Estuarine microbial communities from the Columbia River estuary - metaG 1569-02 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027311	1092220	Columbia River Estuary, USA	Environmental	Aquatic	Intertidal zone	Marine		Level 1: Standard Draft	Complete	Metagenome	Estuary	Estuarine	46.2861	-123.7318	197675114	427278
1092395	3300007635	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_A_D1_MG	DOE Joint Genome Institute (JGI)	3300007635	1092395	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4969	-122.1331	689817367	1262075
1092396	3300007535	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_A_D2_MG	DOE Joint Genome Institute (JGI)	3300007535	1092396	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4969	-122.1331	660086763	1224367
1092397	3300026105	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond water microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_A_H2O_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026105	1092397	South San Francisco, USA	Environmental	Aquatic	Saline	Non-marine Saline and Alkaline		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond water	37.4969	-122.1331	226621770	371511
1092398	3300026167	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_B_D1_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026167	1092398	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4968	-122.1333	423177540	831373
1092399	3300026165	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_B_D2_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026165	1092399	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4968	-122.1333	382360592	715442
1092401	3300026094	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond water microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_B_H2O_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026094	1092401	South San Francisco, USA	Environmental	Aquatic	Saline	Non-marine Saline and Alkaline		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond water	37.4968	-122.1333	164967192	331567
1092403	3300007984	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_C_D1_MG	DOE Joint Genome Institute (JGI)	3300007984	1092403	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4971	-122.133	576898851	1079277
1092405	3300026173	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_C_D2_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026173	1092405	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4971	-122.133	304658806	599148
1092409	3300007537	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_A_D1_MG	DOE Joint Genome Institute (JGI)	3300007537	1092409	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4958	-122.1331	818467241	1488927
1092411	3300007668	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_A_D2_MG	DOE Joint Genome Institute (JGI)	3300007668	1092411	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4958	-122.1331	497073746	1035728
1092413	3300026114	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond water microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_A_H2O_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026114	1092413	South San Francisco, USA	Environmental	Aquatic	Saline	Non-marine Saline and Alkaline		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond water	37.4958	-122.1331	259273896	500937
1092414	3300007628	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_B_D1_MG	DOE Joint Genome Institute (JGI)	3300007628	1092414	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4961	-122.1331	652101080	1261094
1092416	3300009061	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_B_D2_MG	DOE Joint Genome Institute (JGI)	3300009061	1092416	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4961	-122.1331	1054419782	1904511
1092418	3300007631	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond water microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_B_H2O_MG	DOE Joint Genome Institute (JGI)	3300007631	1092418	South San Francisco, USA	Environmental	Aquatic	Saline	Non-marine Saline and Alkaline		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond water	37.4961	-122.1331	353018812	726209
1092420	3300026180	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_C_D1_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026180	1092420	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4965	-122.133	389727947	754442
1092422	3300007983	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_C_D2_MG	DOE Joint Genome Institute (JGI)	3300007983	1092422	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4965	-122.133	504332060	940690
1092423	3300026140	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond water microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_C_H2O_MG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026140	1092423	South San Francisco, USA	Environmental	Aquatic	Saline	Non-marine Saline and Alkaline		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond water	37.4965	-122.133	242091418	462484
1092426	3300007536	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_restored_C_black_MG	DOE Joint Genome Institute (JGI)	3300007536	1092426	South San Francisco, USA	Environmental	Terrestrial	Wetlands	Soil		Level 1: Standard Draft	Complete	Metagenome	Unclassified	Pond soil	37.4958	-122.1331	667979717	1201308
